name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
A Dark Ice Saga: The Rescue,50,1.14,74.19,1637172000,1635962936,1607040000
Zodiakalik,40,6.53,67.06,1637172000,1635962937,1597795200
cyan,10,4.04,55.97,1636999200,1636394511,1608595200
Fancy Skiing Ⅲ Pro,30,17.42,32.94,1636999200,1636394511,1596412800
Wordle 2,74,1.16,77.78,1637085600,1635872847,1598832000
Man in gravity,50,1.14,64.78,1636999200,1636394511,1597104000
Hermes: Sibyls' Prophecy,55,6.52,79.05,1636740000,1636182463,1599609600
CuberPunk 2090,75,2.17,69.2,1636999200,1636394511,1619481600
История бомжа,45,1.25,64.44,1637431200,1636218363,1598140800
Modern Puzzle,50,1.14,64.08,1636999200,1636394511,1598400000
Don't Crash - The Political Game,74,1.16,82.58,1637604000,1636394512,1598486400
Mech Armada,15,24.64,79.1,1636740000,1636182464,1628553600
Mind Scanners,30,23.09,78.19,1636999200,1636394512,1621468800
Sweet and Hot,50,1.14,78.22,1637085600,1635872845,1597881600
Electronic World Z,70,2.6,40.58,1637604000,1636394512,1599782400
Hentai Babe Buffy,65,3.04,55.69,1636999200,1636394512,1598832000
Escape from Naraka,25,18.75,81.71,1637172000,1636394512,1627516800
Flower Challenge,90,2.06,35.65,1637258400,1636045820,1600905600
Halloween World,50,1.14,45.83,1637085600,1635872845,1598486400
Case 00: The Cannibal Boy,20,5.19,70.16,1636740000,1636182464,1600387200
Anime Jigsaw Puzzles,65,3.04,69.2,1636999200,1636394512,1598486400
Breeders,20,13.27,69.2,1636999200,1636394512,1598313600
Hentai Milf Quiz 2,50,1.14,61.29,1636999200,1635442819,1598486400
Berries Challenge,90,2.06,39.72,1637258400,1636045613,1601078400
Game Of Puzzles: Slavic Mythology,50,1.14,77.87,1636999200,1635442819,1598486400
Floathink,40,1.37,-1.0,1637604000,1636394512,1605225600
REINCARNATION ASURA ZALANDARA Journey of carnage and redemption,20,13.27,62.15,1636999200,1636394512,1611619200
TOKOYO: The Tower of Perpetuity,20,16.55,84.17,1636740000,1636182465,1604707200
Colossus Down,40,20.99,84.51,1636740000,1636182465,1608076800
Home and Dungeon,25,24.74,81.86,1636999200,1636394512,1601596800
Fill and Cross Royal Riddles,89,1.19,44.31,1636999200,1636394512,1600387200
The Sealed Ampoule,30,26.59,72.93,1636740000,1636182466,1614816000
Anime Wave Simulator,60,1.79,58.63,1636999200,1636394512,1600128000
MECHBLAZE,40,12.41,81.97,1636999200,1636157152,1604620800
Strike Buster Prototype,30,6.08,84.6,1637344800,1636175131,1621555200
The Old House,50,1.14,60.15,1636563600,1635962937,1599696000
Twilight Memoria,30,10.14,80.0,1636999200,1636394512,1629417600
Throne of Fate,80,4.55,68.75,1637085600,1635872850,1603238400
Movavi Picverse - Photo Editing Software,40,53.97,67.2,1636999200,1636394511,1606262400
Red Dead Online,50,55.99,81.63,1637258400,1636046128,1606780800
Trump Loves Waifus,40,1.37,78.4,1636999200,1636394511,1603238400
Zball II,74,1.16,38.03,1636999200,1636394511,1599609600
Arc Wizards,90,1.23,44.31,1636999200,1635872848,1600646400
Control:Override,15,5.51,70.84,1636740000,1636182466,1618876800
Nova Odessa,62,1.7,62.1,1636999200,1636394511,1599696000
Gothic Girls,50,1.14,71.57,1637085600,1635872849,1600732800
Tattoo and Girls,50,1.14,69.36,1637085600,1635872849,1601337600
NEKOPARA Vol. 4,20,21.0,94.31,1636740000,1636182467,1606348800
Warrior Beneath Heaven,40,6.53,57.39,1636999200,1636394511,1601510400
hexurb,80,2.17,68.83,1637604000,1636402203,1622419200
Hentai vs Evil: Back 4 Waifus,40,12.41,77.2,1637604000,1636376703,1601942400
Star Tank,65,2.27,70.75,1637172000,1635962938,1626825600
Tomato Way 3,85,2.84,77.09,1636999200,1636394512,1600128000
Memory Card Monsters,50,1.14,40.58,1636999200,1636394512,1600128000
Biscuitts 2,80,7.59,55.69,1637085600,1635872850,1598572800
Invasion: Lost in Time,26,9.16,58.97,1637431200,1636218365,1600992000
Zball III,74,1.16,57.18,1636999200,1636394512,1600300800
Gangsta Magic,82,1.16,69.33,1636650000,1635442822,1600300800
Shiny Summer,50,1.14,66.33,1637690400,1636480941,1600128000
Sword of Destiny,50,2.24,78.58,1636999200,1636394512,1605830400
The Cassir Simulator,50,1.14,78.37,1636912800,1635685508,1601424000
Dezinsector,74,1.16,75.71,1636999200,1636394513,1600905600
Balloon Saga,90,2.06,43.95,1637258400,1636045613,1600646400
Motesolo : No Girlfriend Since Birth,20,39.99,80.77,1636999200,1636394513,1623196800
Arc Wizards 2,90,1.23,67.06,1636999200,1635872851,1600646400
New Yankee 9: The Evil Spellbook,60,5.79,76.9,1636740000,1636182467,1601510400
Brain Games,35,8.05,81.25,1636999200,1636394513,1630886400
Endless Furry Killer 2020,50,1.14,82.04,1637085600,1635920143,1600819200
Sweet Halloween,60,1.79,56.32,1637690400,1636480942,1600905600
Out of Line,50,13.44,83.41,1636740000,1636218365,1624406400
Truck Truck,90,2.06,32.94,1637258400,1636045612,1600905600
Love's Sweet Garnish 2,20,33.6,83.44,1636740000,1636182584,1601596800
JumpJumpBall,40,5.4,59.42,1636999200,1636394512,1600992000
The Book of Shadows,40,17.39,70.84,1636999200,1636394512,1611792000
The Summoner,66,3.7,50.0,1636999200,1636394512,1602115200
Clerk hot Tale,50,1.14,38.03,1637517600,1636308076,1607040000
CyberTaxi,90,2.06,73.19,1637431200,1636218367,1604016000
Hentai Milf Quiz 3,50,1.14,65.47,1636999200,1635442220,1601942400
BegieAde ~a lyric of lie and retribution~,35,18.12,67.75,1636999200,1636394512,1605052800
Fuzz Force: Spook Squad,20,23.19,80.29,1636740000,1636182586,1623110400
Aurora,22,1.78,77.08,1636999200,1636394512,1605657600
Ghost Stories 2,60,7.43,71.49,1637604000,1636394512,1605052800
Jester / King,20,30.39,79.39,1636999200,1635442825,1631059200
Living in the Ending World,30,8.67,40.2,1636740000,1636182468,1600732800
Geneforge 1 - Mutagen,20,30.39,86.28,1636999200,1636394514,1614124800
Hentai Vs Orcs,40,1.37,60.1,1636999200,1636394514,1605052800
KEO,100,0.0,-1.0,1636538400,1636481403,0
Space Empires I,74,1.16,50.0,1636999200,1635442825,788918400
Gravity Field,89,1.19,70.46,1636999200,1633972694,1602547200
Love n Dream: Virtual Happiness,30,3.14,73.22,1636999200,1636394514,1608336000
Anime - Space Sniper,20,1.83,66.25,1637690400,1636480942,1605398400
Among School Girls,60,1.79,54.84,1637690400,1636480942,1601942400
Caapora Adventure - Ojibe's Revenge,50,6.19,72.76,1636999200,1636394514,1605657600
Griddlers TED and PET,89,1.19,72.17,1636999200,1636394514,1604016000
Fairytale Mosaics Cinderella,89,1.19,69.2,1636999200,1636394514,1604016000
Jigsaw Boom,89,1.19,64.08,1636999200,1636394514,1605830400
Asian Riddles 3,89,1.19,67.06,1636999200,1636394514,1605830400
Jigsaw Tour,89,1.19,59.42,1636999200,1636394514,1606089600
Good puzzle: Animals,74,1.16,73.26,1636999200,1636394514,1601942400
Anime - Match The Memory,50,1.14,59.42,1636999200,1636394514,1601942400
Abiko The Miko 2,90,1.65,50.0,1636999200,1635872851,1602028800
Animal Rescuer,35,18.84,68.88,1637344800,1636131976,1608595200
Wordle 3,74,1.16,77.11,1637085600,1635872852,1601942400
HoneyLand,60,1.59,79.32,1636999200,1636394514,1603065600
HINGE VR,33,26.79,69.75,1637258400,1636041620,1606521600
Space Empires II,82,1.16,50.0,1636999200,1635442824,788918400
LineArt Jigsaw Puzzle - Erotica,74,1.16,59.97,1636999200,1636394514,1603152000
Space Empires III,86,1.21,65.93,1636999200,1635786959,1602115200
Bunny's Trail,36,2.49,79.71,1636999200,1636394514,1605571200
MahJong - Medieval Fantasy,50,1.14,45.83,1636999200,1636394514,1603065600
Arcana Sands of Destiny,30,7.62,58.97,1637085600,1635872855,1607558400
Sam & Max: This Time It's Virtual!,15,49.29,42.5,1636999200,1636394514,1631232000
ThrustWorks,70,4.97,-1.0,1636999200,1636394514,1603324800
Mr. Hibbl,80,2.17,69.2,1636999200,1636394514,1604016000
Murder by Moonlight - Call of the Wolf,20,8.71,73.89,1637431200,1636218367,1602201600
Max's Big Bust 2 - Max's Bigger Bust,10,52.19,78.99,1636912800,1636320002,1636243200
Lawnmower Game: Racing,74,1.16,72.63,1636999200,1635442825,1602806400
Farm & Puzzle,50,1.14,54.17,1636826400,1635442825,1602720000
RagDoll MadDoll,70,3.26,40.58,1636999200,1636394514,1603065600
Park The Car,54,1.14,40.4,1636740000,1635442825,1606780800
Mystical Lights,60,1.79,54.84,1637690400,1636480942,1602547200
Succubus★Connect!,65,16.62,70.22,1637431200,1636218368,1620864000
Song of Farca,40,22.79,80.34,1636740000,1636182586,1626825600
Farm Frenzy: Refreshed,60,7.43,75.36,1636740000,1636182586,1611705600
Guns Boy,74,1.16,46.25,1636999200,1636394514,1602720000
TEXT: Russia,82,1.16,59.6,1636999200,1636394514,1603238400
Phoenotopia: Awakening,30,25.89,83.46,1637517600,1636290314,1611187200
最后的夜晚 Babel,45,5.98,66.27,1636999200,1635836715,1606867200
Silent Mansion : Part2,65,5.07,64.36,1637344800,1636182587,1607040000
EBOLA 2,39,16.4,66.31,1637172000,1635962939,1609891200
Blue fencer Resurrection,22,5.06,64.08,1636740000,1636182470,1602720000
Gizmos: Interstellar Voyage,50,5.44,73.26,1636999200,1636394515,1611792000
Biscuitts 3,80,7.59,64.08,1637172000,1635962939,1601424000
Autumn and Girls,50,1.14,76.61,1637085600,1635872853,1603152000
Dances and Girls,50,1.14,73.19,1637085600,1635872853,1604102400
Glasses and Girls,50,1.14,69.94,1637690400,1636480943,1603411200
Rolls and Girls,74,1.16,69.36,1637517600,1636308078,1604707200
Angel Tears,60,1.79,50.0,1637690400,1636480943,1603929600
Game Localization,90,2.06,34.58,1637258400,1636045614,1607299200
ASMR Journey - Animated Jigsaw Puzzle,30,1.6,72.21,1636999200,1636394515,1604966400
Good puzzle,74,1.16,74.53,1636999200,1636394515,1603411200
Corrupted Hospital : Part1,65,2.27,59.37,1637344800,1636182470,1603411200
Metal Strike,90,2.06,27.83,1637258400,1636045612,1603152000
Emma Adventure,50,2.24,-1.0,1636999200,1636394515,1603152000
Hentai Maid Club,50,1.14,67.59,1636999200,1635442827,1603324800
FALL IN LABYRINTH,25,28.49,87.73,1636999200,1636394515,1618531200
Claire's Cruisin' Cafe,55,6.52,71.63,1636740000,1636182471,1603843200
Space Runner - Anime,20,1.83,53.98,1637690400,1636480943,1604966400
Book of Shadows,80,1.73,67.39,1637085600,1635872853,1604188800
Death Becomes You - Mystery Visual Novel,15,15.8,-1.0,1637085600,1636478702,1636416000
Yuoni,30,27.99,51.71,1636740000,1636182471,1629244800
My Sweet Washing Machine!,60,1.79,70.48,1637690400,1636480943,1603411200
Maniac Path,82,1.16,56.05,1636999200,1636394515,1603929600
Fast Typing Master,50,1.14,53.98,1636999200,1636394515,1603843200
MUZEGATE,70,3.26,40.58,1636999200,1636394515,1603756800
Good puzzle: Music,74,1.16,74.19,1636999200,1636394515,1603497600
Retrowave Drift,40,1.37,62.26,1636999200,1635836712,1604016000
依澪 Zero Plan,80,1.73,59.42,1636999200,1636394515,1604880000
The Trap: Remastered,30,40.59,50.0,1637604000,1636394515,1604966400
BRAVELY DEFAULT II,20,239.92,81.98,1636567200,1635442828,1630540800
Super Ultimatum Quiz,50,1.14,58.33,1637085600,1636045820,1605484800
MotoGP™21,50,46.99,76.28,1636999200,1636394515,1619049600
Monkey King vs Transformers,10,7.82,70.84,1636826400,1635615051,1604016000
KONSAIRI,19,10.03,62.0,1636999200,1636394515,1601164800
Hentai Beach,50,1.14,82.86,1636999200,1635441394,1605225600
DRINK BAR MAID -REGRESSION-,60,8.27,67.41,1637431200,1636218369,1613088000
Cats and Food 4: New Year,74,1.16,50.0,1636999200,1636394515,1604793600
Rescue Team: Planet Savers,55,6.52,79.71,1636740000,1636182472,1605052800
Girls on puzzle,50,1.14,40.03,1636999200,1636394516,1604361600
Guns And Waifus,60,1.79,60.28,1637690400,1636480944,1603929600
BasCatball Mars: Basketball & Cat,30,4.54,82.39,1636999200,1636394516,1604620800
Cyber Badminton 2020,50,1.14,50.0,1637258400,1636045615,1605225600
Frincess&Cnight,25,6.51,82.31,1636999200,1636394516,1631318400
BATTLE ARENA: Robot Apocalypse,50,2.24,78.69,1636999200,1635442828,1615766400
Be a Pirate,90,2.06,55.55,1636826400,1635441405,1604880000
In Search of Fon Vitae,70,3.41,75.71,1636563600,1635962940,1630281600
DUNGEON OF NAZARICK,50,13.44,67.06,1636740000,1636131974,1604707200
Killer: Infected One of Us,35,7.07,49.2,1637085600,1635879684,1612137600
Deep Space,80,1.73,60.66,1637085600,1635872854,1606089600
Good puzzle: Castles,74,1.16,70.57,1636999200,1636394516,1604880000
Number One Rich,30,6.08,45.52,1636999200,1636394516,1605052800
Sparks - Episode One,50,5.44,50.0,1636999200,1635819019,1626566400
Cyberpunica 2.0.2.0,60,1.79,61.95,1637690400,1636480944,1604448000
Dorfromantik,10,18.62,93.74,1636740000,1636182472,1616630400
Pixel Game Maker Series STEOS -Sorrow song of Bounty hunter-,50,10.34,50.0,1636740000,1636131977,1604620800
Amazing Joes Journey,55,2.92,-1.0,1637172000,1636131977,1609804800
Borderus: Angels & Demons,50,2.24,41.03,1637431200,1636218366,1606089600
hocus 2,82,1.16,68.75,1637517600,1636308079,1614729600
Updive,50,5.44,40.58,1636999200,1636394517,1606608000
Amazing Pyramids: Rebirth,50,7.24,66.98,1636999200,1636394517,1610582400
The Life of Bally,30,1.6,69.2,1636999200,1636394517,1606262400
SPACE Craft,50,1.14,56.05,1637085600,1635872854,1605571200
USSR CHAN: Hentai Puzzle Game,20,1.83,69.44,1637085600,1635872854,1616112000
Sexy Match,40,1.37,55.69,1636826400,1636197007,1636156800
Corridor: Amount of Fear,65,3.04,62.53,1637690400,1636480944,1606176000
Baby Goat Billy,10,20.51,64.78,1636650032,1636036516,1635984000
Alien world Millionaire,40,5.21,66.98,1636999200,1636394517,1606780800
The Dark Method,30,33.24,75.1,1636999200,1636394517,1605744000
Dots!,60,2.59,71.55,1636999200,1635441483,1605830400
Jump With Dragons,40,1.37,42.61,1636999200,1636394517,1606176000
Marble Parkour,14,3.86,62.31,1637344800,1636131980,1606780800
Zball VI,74,1.16,31.85,1636999200,1636394517,1605744000
Divine Stone,50,1.14,60.95,1636740000,1635441826,1605657600
Blewie,75,2.17,64.08,1636999200,1635787196,1607385600
Metal Commando,54,1.14,60.55,1636740000,1635442831,1605657600
Cyberpunk SFX,77,5.72,67.76,1636740000,1635872856,1606608000
Hello From Darkness,90,2.06,79.6,1637085600,1635872858,1606694400
Drift Long Racing,40,1.37,54.3,1636999200,1635836715,1605830400
SamuraiZero,81,1.14,40.4,1636999200,1636394518,1606089600
White Dandelion,60,1.79,53.32,1637690400,1636480945,1604966400
Young Archaeologist,50,1.14,56.05,1636563600,1635962940,1606003200
Ancient Warriors Casino Jackpot,65,1.57,40.58,1636999200,1636394518,1605916800
CLOWN,75,3.09,61.97,1636999200,1636394518,1606176000
Don't Crash - The Zombie Game,74,1.16,57.18,1637085600,1635872858,1608854400
Amborettio,83,1.85,64.08,1637085600,1635872856,1608508800
Russian Reality,40,2.69,62.93,1637085600,1635872859,1607644800
MAGIC POT&TER BATTLEGROUNDS,90,2.06,45.83,1637258400,1636045616,1620086400
One Circle,20,1.83,82.22,1636999200,1636394518,1607644800
Angel Sex Pet,50,14.99,63.21,1637431200,1636391403,1608768000
Girls on puzzle 2,50,1.14,57.39,1636999200,1636394518,1606867200
Honour Runs,50,2.24,-1.0,1636999200,1635787598,1613347200
Royal Roads 2 The Magic Box,90,2.89,69.2,1636999200,1636394518,1606435200
Deceased,89,1.19,47.89,1636999200,1636394518,1607472000
Godstrike,30,20.29,74.93,1636740000,1636182473,1618444800
Wordle 4,74,1.16,58.87,1637085600,1635872859,1606780800
Among Ass,40,2.69,74.21,1637344800,1636131978,1607040000
Super tanks RPG,90,2.06,71.52,1637172000,1635962943,1607472000
Mambo Wave,74,1.16,83.85,1636999200,1636394518,1610064000
Game Dev Masters,25,21.74,75.82,1636999200,1636394518,1622678400
Smashing time,10,7.82,53.0,1636912800,1635699919,1632873600
Pixel Game Maker Series Werewolf Princess Kaguya,50,10.34,74.19,1636740000,1636131980,1608422400
Planeta,80,1.73,63.45,1636999200,1636394518,1610668800
Pripyat-3,74,1.16,41.03,1636999200,1636394518,1606953600
Ramses: Rise of Empire,50,7.24,69.2,1636740000,1636182473,1608076800
DesktopMMD3:Miss Fish,31,5.99,61.29,1637344800,1636480945,1611187200
Lab Craft Survival,70,1.94,69.33,1637517600,1636308080,1608508800
ShemHaMephorash,10,13.04,74.19,1636740000,1636182474,1617926400
Ostrich Runner,55,6.52,72.76,1637172000,1635962944,1081468800
LineArt Jigsaw Puzzle - Erotica 2,74,1.16,59.42,1636999200,1636394518,1606176000
Rosy Manga,60,1.79,62.51,1637690400,1636480945,1606780800
Critical Damage,60,4.95,77.87,1637172000,1635962941,1352505600
Dance Waifu,50,1.14,56.0,1637517600,1636308080,1610668800
Hentai Neon,74,1.16,45.83,1637431200,1636218366,1611878400
MazM: The Phantom of the Opera,30,20.29,63.65,1636740000,1636182474,1616630400
Adventure Llama,50,1.14,80.0,1636826400,1635615052,1608249600
Ecchi Spirit,50,4.99,64.87,1636999200,1636394518,1620432000
The First Friend,15,9.25,65.51,1636999200,1636394518,1607558400
Tobari 2: Nightmare,20,11.59,70.84,1636740000,1636182474,1625788800
Moloko,80,1.73,44.31,1637604000,1636394518,1615248000
iGuide Knossos VR,35,20.14,-1.0,1636999200,1636394518,1607040000
Free Kick X,20,1.83,70.68,1637690400,1636480945,1608163200
"Eye, caramba!",15,5.51,77.87,1636999200,1636394518,1608681600
Intravenous,15,21.24,86.67,1636740000,1636182475,1627257600
Insiders,10,25.1,76.65,1636740000,1635509424,1635465600
InvaderSwarm,74,1.16,44.0,1636999200,1636394519,1608076800
Dice and the Tower of the Reanimator: Glorious Princess,20,9.91,72.42,1636740000,1636252506,1631491200
MUMMMASTER!,37,4.08,63.89,1636999200,1636394519,1608854400
The fairy tale you don't know,30,25.89,73.55,1636999200,1636394519,1611273600
Bloodshore,10,26.09,74.17,1636563608,1635956618,1635897600
Recon Control,10,23.12,80.51,1636650018,1636045649,1635984000
Soviet Hentai,50,1.14,78.57,1637604000,1636394519,1614902400
Recipe for Disaster,15,35.7,70.27,1636650018,1636044912,1635984000
Race To Sanity,50,1.14,63.45,1637258400,1636045617,1610668800
Kiiroi Hana,60,1.79,56.0,1637690400,1636480946,1607990400
Save daddy trump 2: The Final Triumph,74,1.16,76.24,1636826400,1635615054,1609804800
Hentai Coloring Game,50,1.14,66.94,1636999200,1635441539,1610064000
BOT.vinnik Chess: Opening Traps,40,1.37,75.03,1636999200,1636394519,1608595200
QV,50,14.49,84.13,1636740000,1636182475,1616025600
Soft Wind,60,1.79,58.33,1637690400,1636480946,1608508800
1001 Jigsaw: Earth Chronicles 3,89,1.19,67.06,1636999200,1636394519,1612224000
Hentai GIF Puzzle,20,1.83,57.21,1637690400,1636480946,1608854400
Hike,60,2.59,63.46,1637258400,1636045617,1610064000
Fall Balance Ball,50,2.24,59.42,1636999200,1636394520,1609632000
Movavi Screen Recorder 22,40,38.97,67.93,1636999200,1636394520,1617580800
Golden Rails: Small Town Story,55,6.52,79.05,1636740000,1636182476,1610582400
BELLING COINS,50,1.14,38.0,1636999200,1636394520,1609027200
Jigsaw Puzzle - Pixel Art Master,65,1.57,59.42,1636999200,1636394520,1609113600
Geometric Sniper - Blood in Paris,15,3.81,68.94,1636999200,1636394520,1631145600
Spheria's Familiar,60,11.59,61.78,1637431200,1636218370,1618876800
KNIGHT SLAVE -The Dark Valkyrie of Depravity-,60,11.15,53.59,1637431200,1636218371,1625097600
DARK SPHERE,60,8.27,57.96,1637431200,1636218371,1623974400
Arcane Eyes,60,1.79,53.32,1637690400,1636480946,1608940800
大衍江湖 - Evolution Of JiangHu,34,13.65,64.2,1636999200,1635836715,1616457600
Gnomes Garden: Return Of The Queen,89,1.19,70.57,1636999200,1636394518,1618876800
Alien X,50,1.14,56.45,1637258400,1636045615,1610064000
Cyberpunch,80,18.49,62.51,1637085600,1635872857,1609459200
Francisca 2,50,1.14,64.76,1636999200,1635441037,1609977600
Drunk Soccer is the Best Soccer,50,1.14,65.38,1637085600,1635872857,1610409600
Children's Jigsaw Puzzles,65,3.04,64.08,1636999200,1636394518,1610236800
The Penguin IQ Test,45,1.25,83.88,1637431200,1636218371,1609804800
Azure Sky,80,1.73,73.45,1637085600,1635872859,1611532800
OPUS: Echo of Starsong,20,27.99,93.29,1636740000,1636182476,1630368000
그랑 엠파이어,30,4.54,83.48,1636740000,1636045617,1610323200
Sakura Mochi,60,1.79,41.03,1637690400,1636480947,1578009600
BAND OF BROTHERS,50,1.14,54.07,1636999200,1635442837,1610668800
Bigfoot Forest,50,1.14,71.7,1637258400,1636045618,1610064000
Agent X,20,1.83,38.03,1637690400,1636480947,1610668800
Green world: Catharsis,35,4.21,72.86,1636999200,1636394520,1612483200
Smoked Gun,50,1.14,60.17,1637085600,1635872857,1610668800
Symphony of Delights,45,6.81,57.39,1636999200,1636394520,1611446400
HumanOrigin : Liu Lanzhi,40,3.89,77.4,1636999200,1635442837,1626393600
Cold Wind,50,1.14,43.68,1637258400,1636045618,1610064000
Snowy Love,60,1.79,40.4,1637690400,1636480947,1577836800
Town Of The Dead Life 死寂之城,48,6.44,69.22,1636999200,1636394520,1610409600
Desirable: Dream Hotel,50,2.24,59.97,1637344800,1636131978,1610236800
Coffee flavor of love 咖啡甜恋,30,6.08,87.54,1636999200,1636394520,1612137600
Mighty Vikings,60,1.79,61.49,1637085600,1635872860,1613520000
Cargo Transportation: Low Poly,82,1.16,52.78,1636999200,1636394520,1610496000
During Before And After COVID-19,50,5.44,55.69,1637258400,1636045620,1612656000
Wind Wind,35,24.69,67.06,1636563600,1635354380,1612137600
Hentai GIF Puzzle X,20,1.83,50.0,1637690400,1636480946,1611100800
Summit in Space,50,1.14,68.94,1636999200,1636394520,1611446400
Happy Valentine's Day,60,1.79,50.0,1637690400,1636480946,1610928000
Elven Truth,60,1.79,50.0,1637690400,1636480946,1610928000
Gang wars,50,7.74,55.69,1637085600,1635872863,1614988800
She turned me into a newt!,35,4.21,70.84,1636999200,1636394520,1612051200
ShapeNeon Chaos,25,1.71,78.44,1636999200,1636394520,1613433600
The Zodiac Trial,48,15.07,85.32,1637690400,1636480946,1611187200
Blockee,30,1.6,83.53,1636999200,1636394520,1612915200
Pond Scum,50,2.24,64.08,1636650000,1635787694,1612137600
Girls Pinball,45,3.56,40.03,1636999200,1635442838,1612137600
V.O.D.K.A. Open World Survival Shooter,50,1.14,38.41,1637085600,1635872861,1615507200
Detective Story,50,1.14,61.52,1637085600,1635872861,1611273600
Super Sports Blast,50,23.74,74.51,1636999200,1636394521,1611878400
Guns of Succubus,40,8.69,74.61,1636999200,1636394521,1614384000
That Time I Got Reincarnated as an Orc,20,29.59,82.85,1636999200,1636394521,1626998400
Unknown Woods,50,10.34,59.6,1637604000,1636394521,1632096000
Agent Murphy,74,1.16,74.63,1636999200,1635789449,1611100800
CARGAME,74,1.16,50.0,1637258400,1636045620,1611792000
Duck Flight Simulator 2021,80,1.73,54.48,1636999200,1636394521,1627862400
Sexy Sniper,50,1.14,62.0,1637604000,1636394521,1617321600
Gnome Jigsaw Puzzles,65,1.57,76.34,1636999200,1636394521,1611878400
TechBeat Heart,30,3.49,78.48,1637690400,1636480947,1631491200
Ero Tennis,90,2.06,26.74,1637258400,1636045618,1612224000
Merchants of the Caribbean,50,7.24,75.0,1636740000,1636182477,1614729600
A Tale for Anna,35,14.81,78.37,1636740000,1636182477,1632787200
Ero Snooker,90,2.06,27.83,1637258400,1636045619,1611878400
Mighty Forest,60,1.79,59.23,1637085600,1635872861,1612310400
Pixel Game Maker Series Remote Bomber,50,10.34,67.06,1636740000,1636131979,1614124800
留白(WhiteWash),30,3.14,69.2,1636999200,1635442839,1612915200
Guardians of Hyelore,30,26.59,62.1,1636740000,1636182478,1632873600
A Knights Adventure,20,6.95,67.06,1636999200,1636394522,1612483200
Chinese Bull,60,1.79,62.51,1637690400,1636480947,1612137600
Dark Podval,90,2.06,63.06,1636999200,1635442839,1612137600
Cat's Menace,86,1.21,57.18,1636650000,1635442839,1612396800
Romeow: in the cracked world,30,1.6,83.84,1636999200,1636394522,1614729600
Underland,40,2.69,83.33,1636999200,1636394522,1612483200
Tezz,35,1.48,80.54,1636999200,1636394522,1612742400
Toodles & Toddlers,85,1.2,72.17,1636999200,1636394521,1613433600
Pixel Game Maker Series Puzzle Pedestrians,50,14.49,59.6,1636740000,1636131979,1614729600
Mental Hospital VR,75,5.17,69.8,1637258400,1636031419,1573430400
Car Constructor,50,1.14,63.46,1637431200,1636218372,1620345600
Home Designer - Home Sweet Home,20,8.71,60.54,1637604000,1636394521,1613001600
Retro Racer,50,1.14,61.97,1636740000,1635527138,1621555200
OLEG MONGOL,50,1.14,75.37,1636999200,1636394521,1612483200
HeadCount,25,8.16,68.15,1637690400,1636480947,1617667200
The Damathos Clan,60,4.95,40.4,1636999200,1636394521,1613606400
United Chronicles,90,2.06,-1.0,1637085600,1635861917,1631577600
T. B. P.,74,1.16,64.08,1636999200,1636394521,1613001600
Word Wise,69,2.69,69.2,1637344800,1636131982,1617235200
Swiss Alps Jigsaw Puzzles,65,2.27,64.08,1636999200,1636394521,1613174400
TitTok,50,1.14,78.12,1636999200,1636394521,1632096000
Space Mages: Dimension 33,40,2.69,72.22,1636999200,1636394521,1616112000
flChess 2,25,6.51,50.0,1637431200,1636218374,1613347200
Pixel Game Maker Series Osyaberi! Horijyo! Holin Slash,50,12.44,70.84,1636740000,1636131982,1617753600
Deep Sea Valentine,35,7.07,76.9,1636999200,1636394522,1613088000
Nano Fighter Anti Disease,40,3.89,67.06,1636999200,1636394522,1616025600
At Your Feet,10,27.89,69.44,1636999200,1636394522,1630454400
Bow & Crystal Tower Defense,90,2.06,50.0,1637258400,1636045621,1613001600
Click and Relax,90,2.06,35.92,1637258400,1636045621,1613001600
Gangster War,50,1.14,64.78,1636999200,1636394522,1613692800
Legacy - Witch Island 3,20,9.91,63.89,1637431200,1636218374,1613606400
Zoo Cleaner,45,1.25,55.52,1637431200,1636218372,1613347200
Lost Dream,40,5.21,65.65,1637085600,1635865512,1615507200
Sausage Fiesta,25,8.16,66.62,1637258400,1636045622,1617148800
蕾米的挑战 Remilia's challenge,40,2.69,72.17,1636999200,1636394522,1613433600
Rocha´s Golem,40,6.41,-1.0,1637085600,1635872862,1614816000
Animal Drop Safari,20,11.59,70.57,1637604000,1636394522,1614124800
Detective Puz,90,2.06,62.51,1637431200,1636218373,1620950400
Gachi Dungeon Master,40,2.69,68.1,1637344800,1636131981,1616716800
Quest: Escape Room 3,88,1.19,67.4,1636999200,1635442841,1615248000
Gigapocalypse,33,13.86,78.55,1637172000,1636394522,1626912000
Sheriff Exam,60,6.63,60.54,1637431200,1636218374,1621209600
Paintings Jigsaw Puzzles,65,3.04,64.08,1636999200,1636394522,1614038400
冒险的路上总在为爱鼓掌 Adventure road,25,12.74,65.93,1637604000,1636394522,1622419200
The Great Empire: Relic of Egypt,50,7.24,59.6,1636740000,1636182478,1613520000
Pixel Game Maker Series DRAGON PEAK,50,10.34,44.31,1636740000,1636131982,1616025600
Beard Blade,20,30.39,79.42,1636563600,1636218373,1626739200
Puzzle Car,60,1.79,83.0,1636999200,1636394523,1614384000
Black Cat,50,2.24,56.05,1636999200,1636394523,1614124800
